,x [mm],y [mm],v_rms [m/s],u_rms [m/s],u [m/s],v [m/s],case_name,trailing_edge,phi [deg],alpha [deg],U [m/s],z [z/lambda],u_rate_of_change
156,0.0,15.1052631579,0.075958054126,0.188264814464,19.4655603384,-1.61411925492,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0476284615998
157,0.0,15.2280701754,0.0751254086719,0.187873693228,19.4714094477,-1.61260415813,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0478668017182
158,0.0,15.350877193,0.0742858264739,0.187552179931,19.4772878269,-1.61091247575,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0471601257251
159,0.0,15.4736842105,0.0736210128138,0.187549646762,19.4830794213,-1.60839840769,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0472827659903
160,0.0,15.5964912281,0.0729015745228,0.187651246467,19.4888860768,-1.60643197327,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0470761229204
161,0.0,15.7192982456,0.0724105628802,0.187875220556,19.494667355,-1.60395413733,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0464366768623
162,0.0,15.8421052632,0.0722215492958,0.188232399492,19.5003701048,-1.60056147232,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.045720649691
163,0.0,15.9649122807,0.072060558776,0.188649305171,19.5059849214,-1.59725795479,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0446487709287
164,0.0,16.0877192982,0.0720069815506,0.188827171289,19.5114681038,-1.59408371853,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0474043994952
165,0.0,16.2105263158,0.0719590296624,0.188853370843,19.5172896967,-1.59136543178,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0486613959608
166,0.0,16.3333333333,0.0716355127349,0.18882440329,19.5232656576,-1.58920879166,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0444701396869
167,0.0,16.4561403509,0.0707357806226,0.188707955819,19.5287269029,-1.58751842725,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0425684875791
168,0.0,16.5789473684,0.069857495888,0.188624072656,19.5339546119,-1.58577048016,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0402082304192
169,0.0,16.701754386,0.0690404336562,0.188765380308,19.5388924647,-1.58399191659,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0374937253756
170,0.0,16.8245614035,0.0685812408819,0.189153429682,19.5434969573,-1.58170904811,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0367725519126
171,0.0,16.9473684211,0.0683182505573,0.189554578734,19.5480128847,-1.57916537327,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0390372717227
172,0.0,17.0701754386,0.0687182813943,0.189574655262,19.5528069357,-1.57626168663,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.039811037544
173,0.0,17.1929824561,0.0691023075417,0.189629881027,19.5576960104,-1.57327736721,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0458455344583
174,0.0,17.3157894737,0.0691607150787,0.189448991472,19.5633261638,-1.57039219346,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0476416897851
175,0.0,17.4385964912,0.0688445524169,0.189038617778,19.5691768976,-1.56819829434,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0469651935412
176,0.0,17.5614035088,0.0684462615899,0.188569802048,19.574944553,-1.56647792944,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0495298270331
177,0.0,17.6842105263,0.0682614098116,0.188173107401,19.5810271633,-1.56542693193,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0507546761503
178,0.0,17.8070175439,0.0680360857387,0.187884979526,19.5872601937,-1.56448785614,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0483190943466
179,0.0,17.9298245614,0.0678942068174,0.187726686662,19.5931941176,-1.56286459357,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0452196790622
180,0.0,18.0526315789,0.0679049185532,0.187594603165,19.5987474115,-1.56065391911,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0448542694857
181,0.0,18.1754385965,0.0679173020015,0.18746468708,19.6042558306,-1.55865179493,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0408977084299
182,0.0,18.298245614,0.0678671258645,0.187385060787,19.6092783562,-1.55572138679,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0399610990784
183,0.0,18.4210526316,0.0677446849801,0.187275004732,19.6141858596,-1.55224860502,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0407932444413
184,0.0,18.5438596491,0.0677261700861,0.187083329491,19.6191955563,-1.54876285181,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0407607525216
185,0.0,18.6666666667,0.0681222485975,0.186981789737,19.6242012627,-1.5458408629,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0454833199868
186,0.0,18.7894736842,0.0683479750029,0.18699037711,19.6297869336,-1.54368102089,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0426388607629
